x,y,yaw
-1.53212738037,62.5431060791,0.323048083806
-1.70216059685,65.2123184204,0.323048083806
-2.1162173748,67.7498397827,0.323048083806
-2.45182991028,70.2586746216,0.323048083806
-2.93549180031,73.3530197144,0.323048083806
-3.09991717339,75.8722000122,0.323048083806
