1663995607.25,-3.53371667862,13.3500452042,180043.012365,415251.978562
1663995608.06,-3.7900698185,14.3677425385,180043.52063,415253.0206
1663995608.85,-4.07482290268,15.385345459,180043.966385,415253.89631
1663995609.65,-4.36070919037,16.4850997925,180044.456613,415254.816308
1663995610.45,-4.62126731873,17.6284694672,180045.053822,415255.946921
1663995611.45,-5.01467084885,18.9476966858,180045.69561,415257.166214
1663995612.45,-5.30112218857,20.1262664795,180046.301798,415258.341199
1663995613.45,-5.64736223221,21.3444709778,180046.890134,415259.471833
1663995614.25,-5.94893121719,22.418390274,180047.344815,415260.369719
1663995615.07,-6.22477579117,23.4922542572,180047.888652,415261.444967
1663995615.85,-6.51730060577,24.5264186859,180048.361079,415262.342811
1663995616.65,-6.72804450989,25.5698947906,180048.833453,415263.218459
1663995617.45,-6.98982715607,26.5574417114,180049.377104,415264.216019
1663995618.25,-7.23179960251,27.5955276489,180049.831652,415265.058413
1663995619.25,-7.50586509705,28.8078269958,180050.411087,415266.17797
1663995620.06,-7.80161952972,29.7719783783,180050.928118,415267.175594
1663995620.85,-8.11174678802,30.8440284729,180051.382798,415268.07348
1663995621.65,-8.410987854,31.8513946533,180051.819679,415268.949212
1663995622.65,-8.71058368683,32.8917007446,180052.38134,415270.057713
1663995623.46,-8.95873641968,33.9002075195,180052.871671,415271.022105
1663995624.45,-9.3199262619,35.1093521118,180053.451106,415272.141662
1663995625.45,-9.62445545197,36.2991867065,180054.021587,415273.227946
1663995626.25,-9.89797210693,37.2745170593,180054.440509,415274.014934
1663995627.25,-10.1279230118,38.3726043701,180054.993085,415275.034669
1663995628.25,-10.4881267548,39.4501876831,180055.536761,415276.043328
1663995629.25,-10.6823377609,40.6587905884,180056.10711,415277.07412
1663995630.25,-11.073387146,41.7112388611,180056.668586,415278.104933
1663995631.06,-11.2058982849,42.7617912292,180057.167684,415279.024911
1663995632.06,-11.5102853775,43.961807251,180057.764916,415280.166623
1663995632.85,-11.7699489594,45.0283699036,180058.237341,415281.064467
1663995633.65,-12.0946788788,45.9929161072,180058.718666,415281.973389
1663995634.45,-12.288403511,47.1388511658,180059.253547,415283.015364
1663995635.45,-12.6565437317,48.191696167,180059.806281,415284.10169
1663995636.65,-12.9054994583,49.3707618713,180060.332262,415285.132588
1663995638.07,-13.2771787643,50.4675712585,180060.89379,415286.185598
1663995639.45,-13.5130462646,51.5098114014,180061.401813,415287.127751
1663995640.45,-13.7842245102,52.6031532288,180061.945435,415288.114214
1663995641.45,-14.1005544662,53.6769943237,180062.515782,415289.145006
1663995642.25,-14.2561206818,54.6799468994,180062.943522,415289.909776
1663995643.25,-14.6305999756,55.9347114563,180063.549521,415291.007074
1663995644.25,-14.9726390839,57.2819061279,180064.226823,415292.237383
1663995645.07,-15.1983737946,58.4958496094,180064.832901,415293.367976
1663995645.85,-15.5720720291,59.5003700256,180065.349928,415294.3656
1663995646.65,-15.7619142532,60.6515388489,180065.866903,415295.341028
1663995647.45,-16.1127567291,61.7129631042,180066.446413,415296.493881
1663995648.25,-16.42918396,62.8092727661,180066.94572,415297.502646
1663995649.08,-16.7706108093,64.1733551025,180067.53413,415298.666576
1663995649.85,-17.0207328796,65.1661605835,180068.060136,415299.708573
1663995650.47,-17.3077793121,66.3216552734,180068.505886,415300.584285
1663995651.25,-17.5435295105,67.2947921753,180069.067411,415301.637296
1663995651.85,-17.8230495453,68.3621749878,180069.530855,415302.490769
1663995652.65,-18.1275978088,69.4978103638,180070.056702,415303.466175
1663995653.46,-18.3818492889,70.7135848999,180070.662752,415304.58567
1663995654.25,-18.6677856445,71.7905731201,180071.215244,415305.572112
1663995655.06,-18.9873867035,73.0552368164,180071.883671,415306.802443
1663995655.85,-19.315202713,74.3771209717,180072.454095,415307.866531
1663995656.65,-19.6253108978,75.4599914551,180073.024545,415308.941717
1663995657.46,-19.9879589081,76.8550262451,180073.675251,415310.183189
1663995658.25,-20.249666214,77.9515533447,180074.236748,415311.225101
1663995659.08,-20.550403595,79.1377182007,180074.851881,415312.433362
1663995659.85,-20.9212017059,80.3271636963,180075.395632,415313.475317
1663995660.65,-21.2079143524,81.5329437256,180075.930509,415314.517293
1663995661.25,-21.4720230103,82.5256958008,180076.376231,415315.381907
1663995661.85,-21.7066402435,83.5004730225,180076.839806,415316.290872
1663995662.45,-21.9670677185,84.48462677,180077.330105,415317.244167
1663995663.07,-22.2779808044,85.4868850708,180077.811505,415318.186385
1663995663.65,-22.5363368988,86.4892425537,180078.194876,415318.951262
1663995664.25,-22.8164196014,87.488609314,180078.667403,415319.893501
1663995664.85,-22.9819831848,88.4832229614,180079.175395,415320.824557
1663995665.45,-23.2737178802,89.5619125366,180079.701187,415321.777768
1663995666.07,-23.5146942139,90.5666809082,180080.218106,415322.731
1663995666.65,-23.8174171448,91.5913391113,180080.619144,415323.46254
1663995667.45,-24.0296077728,92.8156890869,180081.32314,415324.726082
1663995668.25,-24.3933792114,94.2262496948,180081.946933,415325.845535
1663995668.85,-24.6489219666,95.2521286011,180082.481598,415326.798725
1663995669.65,-24.8882675171,96.4588928223,180083.132116,415327.962509
