1663921557.15,-5.97595214844,2.57584381104,196417.141493,443837.764626
1663921557.95,-4.84926891327,3.02472615242,196418.459046,443837.641962
1663921558.75,-3.72055387497,3.49178910255,196419.590926,443837.585972
1663921559.56,-2.58331894875,3.8582713604,196420.917304,443837.41891
1663921560.35,-1.39345216751,4.24331331253,196422.075664,443837.251921
1663921561.15,-0.206547036767,4.66475534439,196423.242882,443837.118225
1663921561.95,1.03150582314,5.12476062775,196424.648856,443836.973326
1663921562.75,2.13516187668,5.55692863464,196425.9222,443836.861781
1663921563.35,3.10119700432,5.94343090057,196427.001007,443836.77252
1663921563.95,4.09683084488,6.33637809753,196428.115182,443836.672144
1663921564.57,5.07188940048,6.71706914902,196429.238209,443836.593962
1663921565.15,6.1364531517,7.16104602814,196430.122481,443836.526983
1663921565.75,7.11678123474,7.56132173538,196431.218974,443836.437714
1663921566.35,8.10397338867,7.89969968796,196432.315463,443836.337346
1663921566.95,9.07300186157,8.25880527496,196433.429628,443836.214773
1663921567.57,10.1519145966,8.65120983124,196434.570317,443836.08109
1663921568.15,11.185213089,8.99007320404,196435.489941,443835.969702
1663921568.75,12.1892375946,9.36671543121,196436.621793,443835.847121
1663921569.35,13.2051267624,9.75628757477,196437.753663,443835.768937
1663921569.95,14.1875886917,10.1488113403,196438.85899,443835.657467
1663921570.56,15.211815834,10.5602684021,196439.982023,443835.590386
1663921571.15,16.1856594086,10.9523477554,196440.839755,443835.501222
1663921571.95,17.4812412262,11.3963565826,196442.298774,443835.323006
1663921572.56,18.4596996307,11.7272520065,196443.38641,443835.200446
1663921573.15,19.5222530365,12.1070423126,196444.323715,443835.077952
1663921573.95,20.9390525818,12.6337013245,196445.950756,443834.910763
1663921574.57,21.9096641541,12.9896736145,196447.02954,443834.766009
1663921575.35,23.0543079376,13.3978223801,196448.294041,443834.654472
1663921576.15,24.2730541229,13.8635797501,196449.496637,443834.531863
1663921576.95,25.410036087,14.2752714157,196450.82302,443834.375904
1663921577.57,26.3884811401,14.6257629395,196451.901818,443834.264448
1663921578.15,27.3955039978,14.9808998108,196452.794919,443834.164171
1663921578.75,28.388841629,15.3325366974,196453.864855,443834.008324
1663921579.35,29.4253559113,15.6913938522,196455.014364,443833.819146
1663921579.95,30.4971485138,16.0600910187,196456.181578,443833.674356
1663921580.56,31.5314178467,16.3946361542,196457.339959,443833.551767
1663921581.15,32.5888175964,16.7533092499,196458.259583,443833.440381
1663921581.75,33.5900192261,17.0877933502,196459.373715,443833.24012
1663921582.35,34.6396980286,17.4141674042,196460.470162,443833.039867
1663921582.95,35.6876716614,17.7635574341,196461.593151,443832.872899
1663921583.56,36.7428131104,18.0898227692,196462.707293,443832.694836
1663921584.15,37.8444976807,18.3973751068,196463.618065,443832.561257
1663921584.75,39.0384521484,18.4948711395,196464.740998,443832.261104
1663921585.35,40.1624908447,18.3521823883,196465.837276,443831.672394
1663921585.95,41.2383956909,18.0759124756,196466.827381,443830.950544
1663921586.58,42.3088607788,17.7358436584,196467.684808,443830.151061
1663921587.35,43.4323577881,17.2967700958,196468.595216,443829.173974
1663921587.95,44.3739547729,16.8269386292,196469.275759,443828.319073
1663921588.58,45.4654083252,16.2555961609,196469.920906,443827.408694
1663921589.35,46.5680160522,15.6575746536,196470.672102,443826.342885
1663921589.95,47.4575767517,15.1487960815,196471.299568,443825.443612
1663921590.57,48.3562164307,14.5432195663,196471.838556,443824.43339
1663921591.15,49.1643562317,13.7437877655,196472.174212,443823.556441
1663921591.75,49.9428482056,12.798116684,196472.465533,443822.402041
1663921592.35,50.541809082,11.8855390549,196472.633048,443821.236595
1663921592.95,51.0607833862,10.8536510468,196472.676755,443820.060105
1663921593.57,51.4164657593,9.86488056183,196472.605527,443818.939157
1663921594.15,51.6992454529,8.89064884186,196472.472504,443818.06241
1663921594.75,51.8907852173,7.88991355896,196472.268664,443817.019212
1663921595.57,52.2707710266,6.60868883133,196472.002755,443815.587583
1663921596.15,52.6202430725,5.52370166779,196471.852012,443814.633152
1663921596.75,52.9854431152,4.40743398666,196471.674663,443813.501152
1663921597.35,53.3184013367,3.32789087296,196471.506162,443812.380246
1663921597.97,53.6084976196,2.29647994041,196471.319984,443811.281547
1663921598.75,53.9374542236,1.12441265583,196471.080671,443810.005289
1663921599.35,54.2231826782,0.1267336905,196470.876821,443808.939893
1663921599.97,54.5287857056,-1.03545510769,196470.672972,443807.874497
1663921600.75,54.8322944641,-2.21627569199,196470.40713,443806.598251
1663921601.35,55.1181755066,-3.25834012032,196470.194427,443805.510661
1663921601.96,55.4190330505,-4.33915472031,196469.990553,443804.389772
1663921602.58,55.7410316467,-5.34151935577,196469.804389,443803.324368
1663921603.15,56.0352592468,-6.30975914001,196469.662536,443802.480921
1663921603.95,56.4152641296,-7.57827663422,196469.423156,443801.049281
1663921604.58,56.7123146057,-8.60616779327,196469.236983,443799.96168
1663921605.15,57.0256385803,-9.66425800323,196469.077424,443799.073845
1663921605.75,57.3198699951,-10.7104740143,196468.873555,443797.964054
1663921606.35,57.6376533508,-11.7819890976,196468.687381,443796.876453
1663921606.95,57.9147872925,-12.781003952,196468.492364,443795.788856
1663921607.75,58.2866630554,-14.1753730774,196468.244193,443794.479306
1663921608.35,58.6047325134,-15.2090396881,196468.031481,443793.369519
1663921608.96,58.9046440125,-16.2306365967,196467.854164,443792.31521
1663921609.75,59.2618560791,-17.3175487518,196467.65908,443791.07223
1663921610.59,59.6357421875,-18.5212440491,196467.446266,443789.729368
1663921611.35,60.037147522,-19.7693996429,196467.268878,443788.508578
1663921611.96,60.3510475159,-20.7631874084,196467.126948,443787.487551
1663921612.58,60.7052192688,-21.7244167328,196466.976146,443786.399934
1663921613.15,61.0381469727,-22.7417812347,196466.843121,443785.523187
1663921613.75,61.3667182922,-23.7272415161,196466.718858,443784.457757
1663921614.58,61.7548561096,-24.9482269287,196466.506034,443783.092698
1663921615.35,62.1052970886,-26.1220264435,196466.311007,443781.982903
1663921616.15,62.4591789246,-27.3174877167,196466.107132,443780.862014
1663921616.75,62.7405090332,-28.2940177917,196465.947497,443779.796599
1663921617.35,63.0331802368,-29.2798423767,196465.761346,443778.764492
1663921618.15,63.3816795349,-30.5278377533,196465.539756,443777.577017
1663921618.75,63.6414489746,-31.5335998535,196465.327076,443776.544921
1663921619.35,63.9219894409,-32.5684089661,196465.132063,443775.468423
1663921620.15,64.3087081909,-33.9047737122,196464.883905,443774.19217
1663921620.96,64.6222076416,-35.0557289124,196464.600303,443772.74945
1663921621.75,64.9813461304,-36.3199462891,196464.378694,443771.51758
1663921622.58,65.3944625854,-37.7559242249,196464.103949,443770.108152
1663921623.35,65.6614227295,-38.9630012512,196463.829252,443768.809713
1663921623.96,65.7821807861,-40.0629425049,196463.457344,443767.655599
1663921624.58,65.7220230103,-41.1599884033,196462.890931,443766.601459
1663921625.15,65.5921859741,-42.2835540771,196462.315804,443765.84699
1663921625.75,65.1654052734,-43.2810707092,196461.5019,443765.059329
1663921626.35,64.5562438965,-44.2179679871,196460.590808,443764.471487
1663921626.95,63.8542747498,-45.0143165588,196459.653235,443763.994645
1663921627.75,62.951499939,-45.9435501099,196458.538824,443763.573374
1663921628.57,61.9236946106,-46.6982421875,196457.20338,443763.252087
1663921629.35,60.8871612549,-47.2831954956,196456.08027,443763.163784
1663921630.15,59.7912406921,-47.7365837097,196454.948346,443763.142077
1663921630.95,58.6742095947,-48.0347862244,196453.683867,443763.331305
1663921631.75,57.612487793,-48.4649124146,196452.596217,443763.442764
1663921632.55,56.5147209167,-48.9103088379,196451.499704,443763.509833
1663921633.35,55.387260437,-49.3957366943,196450.182118,443763.588096
1663921634.15,54.3806419373,-49.8153610229,196449.041385,443763.644086
1663921634.96,53.2277412415,-50.2970314026,196447.688428,443763.722365
1663921635.58,52.2246246338,-50.7405586243,196446.715718,443763.78938
1663921636.35,51.1273384094,-51.1877174377,196445.468872,443763.856515
1663921636.95,50.1431045532,-51.6140670776,196444.390046,443763.923577
1663921637.58,49.1588249207,-51.9986534119,196443.293552,443764.035042
1663921638.15,48.157409668,-52.356174469,196442.391582,443764.090928
1663921638.75,47.0847053528,-52.7492332458,196441.233201,443764.235716
1663921639.35,46.0118751526,-53.1550140381,196440.048277,443764.34722
1663921639.95,44.9604454041,-53.5252571106,196438.907563,443764.447606
1663921640.57,43.972240448,-53.8830604553,196437.802212,443764.525779
1663921641.15,42.9998970032,-54.2634315491,196436.962139,443764.57054
