A1,B1,10,0,0
B1,C1,10,0,1
C1,D1,10,0,1
D1,E1,7,0,4
E1,F1,7,0,1
F1,F3,7,2,0
F3,G1,7,0,1
G1,F4,5,4,7
F4,F2,7,0,7
F2,E4,12,0,1
E4,D4,12,0,1
D4,C4,12,0,1
C4,P1,12,0,0
P1,P2,7,0,6
P2,A2,12,0,0,0
A2,A3,12,0,9
