A1,B1,10,0,0
B1,C1,10,0,0
C1,D1,10,0,0
D1,E1,7,0,4
E1,F1,7,0,2
M1,M2,5,0,0
E1,F1,7,0,0
F1,F3,7,0,0
F3,G1,7,0,0
G1,F4,5,0,7
F4,F2,7,0,7
F2,E4,7,0,3
M4,M3,5,0,0
F2,E4,10,0,0 
E4,D4,10,0,0
D4,C4,10,0,0
C4,P1,10,0,0,0
P1,P2,7,0,6
P2,A2,10,0,0
A2,A3,10,0,9
