A1,B1,10,3,0 
B1,C1,5,3,0
C1,D1,10,2,1
D1,E1,7,3,0
E1,F1,5,3,4
F1,G1,10,3,0
G1,H1,5,3,5
H1,C2,7,3,0
C2,A2,10,3,0
