C1,C3,7,0,0
C3,E1,12,0,2
M3,M4,7,0,0
C3,E1,12,0,1
E1,A1,12,0,6
A1,A3,7,0,0
A3,B1,12,0,3
M1,M2,7,0,0
A3,B1,12,0,7
B1,B3,7,0,7
B3,C1,12,0,4
C1,C3,7,0,9
