
A1, 	-0.0397815704346, 	2.05479192734
B1, 	31.753238678, 	13.8459844589
C1, 	56.4306297302, 	-4.79988908768
D1, 	65.5199508667, 	-40.3493003845
E1, 	-3.33301496506, 	-68.2944641113
F1, 	-25.8364524841, 	-29.1854381561
