MAP_x,MAP_y,UTM_x,UTM_y
-0.496002086276817,-0.57608075731184,952040.030150764,1944306.2372953
46.6526364564475,-8.78513814266842,952087.074334323,1944297.80134424
39.8510661100817,-68.5266787603209,952079.853855955,1944238.0929751
-36.8002447873327,-56.398483175305,952003.461329522,1944250.56988887
-29.2582181098198,-15.2044287277048,952011.247650111,1944291.82632975
