cx,cy,cyaw
-2.28790521622,-2.03315615654,0.365942461021
-2.19452732387,-1.99737350111,0.365942778918
-2.10114945388,-1.96159078616,0.365943732609
-2.00777162859,-1.92580795217,0.365945322095
-1.91439387034,-1.89002493961,0.365947547374
-1.82101620149,-1.85424168895,0.365950408447
-1.72763864438,-1.81845814068,0.365953905315
-1.63426122138,-1.78267423528,0.365958037976
-1.54088395481,-1.74688991321,0.36596280643
-1.44750686704,-1.71110511496,0.365968210679
-1.35412998041,-1.67531978101,0.365974250721
-1.26075331728,-1.63953385182,0.365980926556
-1.16737689999,-1.60374726789,0.365988238184
-1.07400075088,-1.56795996968,0.365996185605
-0.980624892321,-1.53217189768,0.366004768819
-0.887249346648,-1.49638299235,0.366013987826
-0.793874136214,-1.46059319419,0.366023842624
-0.700499283367,-1.42480244365,0.366034333215
-0.607124810457,-1.38901068123,0.366045459597
-0.513750739834,-1.3532178474,0.366057221771
-0.420377093846,-1.31742388263,0.366069619736
-0.327003894842,-1.28162872741,0.366082653492
-0.233631165173,-1.24583232221,0.366096323038
-0.140258927187,-1.2100346075,0.366110628374
-0.0468872032331,-1.17423552377,0.3661255695
0.0464839843391,-1.13843501149,0.366141146416
0.13985461318,-1.10263301114,0.36615735912
0.233224660942,-1.06682946319,0.366174207613
0.326594105273,-1.03102430813,0.366191691893
0.419962923827,-0.995217486433,0.366209811961
0.513331094252,-0.959408938569,0.366228567816
0.6066985942,-0.923598605021,0.366247959458
0.700065401322,-0.887786426264,0.366267986885
0.793431493269,-0.851972342777,0.366288650098
0.886796847691,-0.816156295035,0.366309949096
0.980161442239,-0.780338223517,0.366331883878
1.07352525456,-0.744518068699,0.366354454444
1.16688826232,-0.708695771059,0.366377660792
1.26025044315,-0.672871271074,0.366401502923
1.35361177471,-0.637044509221,0.366425980836
1.44697223464,-0.601215425976,0.366451094529
1.54033180061,-0.565383961818,0.366476844002
1.63369045027,-0.529550057224,0.366503229255
1.72704816125,-0.49371365267,0.366530250287
1.82040491122,-0.457874688634,0.366557907097
1.91376067782,-0.422033105592,0.366586199683
2.0071154387,-0.386188844023,0.366615128046
2.10046917152,-0.350341844403,0.366644692184
2.19382185392,-0.314492047209,0.366674892097
2.28717346357,-0.278639392919,0.366705727783
2.3805239781,-0.24278382201,0.366737199242
2.47387337516,-0.206925274958,0.366769306472
2.56722163242,-0.171063692241,0.366802049473
2.66056872752,-0.135199014336,0.366835428244
2.75391463811,-0.0993311817212,0.366869442783
2.84725934183,-0.0634601348724,0.36690409309
2.94060281635,-0.0275858142671,0.366939379163
3.03394503932,0.00829183961734,0.366975301001
3.12728598837,0.0441728863039,0.367011858604
3.22062564118,0.0800573853153,0.367049051969
3.31396397537,0.115945396175,0.367086881096
3.40730096861,0.151836978404,0.367125345984
3.50063659855,0.187732191528,0.36716444663
3.59397084284,0.223631095067,0.367204183035
3.68730367913,0.259533748546,0.367244555196
3.78063508506,0.295440211487,0.367285563112
3.87396503829,0.331350543412,0.367327206783
3.96729351648,0.367264803845,0.367369486205
4.06062049726,0.403183052309,0.367412401378
4.1539459583,0.439105348326,0.367455952301
4.24726987724,0.475031751419,0.367500138971
4.34059223173,0.510962321112,0.367544961388
4.43391299943,0.546897116926,0.367590419549
4.52723215798,0.582836198385,0.367636513454
4.62054968504,0.618779625011,0.3676832431
4.71386555826,0.654727456328,0.367730608485
4.80717975528,0.690679751858,0.367778609608
4.90049225376,0.726636571125,0.367827246467
4.99380303135,0.76259797365,0.367876519061
5.0871120657,0.798564018957,0.367926427387
5.18041933446,0.834534766568,0.367976971443
5.27372481528,0.870510276008,0.368028151228
5.36702848581,0.906490606797,0.36807996674
5.46033032371,0.94247581846,0.368132417976
5.55363030662,0.978465970518,0.368185504934
5.64692841219,1.0144611225,0.368239227613
5.74022461808,1.05046133391,0.368293586009
5.83351890193,1.0864666643,0.368348580122
5.9268112414,1.12247717317,0.368404209949
6.02010161414,1.15849292005,0.368460475487
6.1133899978,1.19451396447,0.368517376733
6.20667637002,1.23054036594,0.368574913687
6.29996070847,1.26657218398,0.368633086345
6.39324299078,1.30260947814,0.368691894705
6.48652319462,1.33865230791,0.368751338763
6.57980129762,1.37470073283,0.368811418519
6.67307727745,1.41075481242,0.368872133968
6.76635111176,1.44681460621,0.368933485109
6.85962277819,1.48288017371,0.368995471938
6.95289225439,1.51895157445,0.369058094454
7.04615951802,1.55502886795,0.369121352652
7.13942454672,1.59111211374,0.36918524653
7.23268731816,1.62720137133,0.369249776085
7.32594780997,1.66329670025,0.369314941315
7.41920599981,1.69939816003,0.369380742215
7.51246186548,1.73550580978,0.369447115394
7.60571541516,1.77161962772,0.369512056514
7.6989667239,1.80773941401,0.369574609412
7.79221587568,1.84386494506,0.369634774096
7.88546295445,1.87999599729,0.369692550575
7.97870804417,1.9161323471,0.369747938857
8.07195122882,1.95227377091,0.369800938949
8.16519259236,1.98842004514,0.36985155086
8.25843221875,2.0245709462,0.369899774598
8.35167019196,2.06072625051,0.369945610168
8.44490659595,2.09688573448,0.369989057579
8.5381415147,2.13304917452,0.370030116836
8.63137503215,2.16921634706,0.370068787946
8.72460723228,2.20538702849,0.370105070915
8.81783819906,2.24156099525,0.370138965748
8.91106801644,2.27773802374,0.370170472451
9.0042967684,2.31391789037,0.370199591029
9.09752453889,2.35010037157,0.370226321485
9.19075141189,2.38628524375,0.370250663824
9.28397747135,2.42247228331,0.370272618051
9.37720280125,2.45866126668,0.370292184168
9.47042748555,2.49485197027,0.370309362178
9.5636516082,2.5310441705,0.370324152085
9.65687525319,2.56723764378,0.370336553891
9.75009850446,2.60343216651,0.370346567597
9.843321446,2.63962751513,0.370354193206
9.93654416175,2.67582346604,0.370359430718
10.0297667357,2.71201979565,0.370362280135
10.1229892518,2.74821628039,0.370362741456
10.216211794,2.78441269667,0.370360814683
10.3094344463,2.82060882089,0.370356499814
10.4026572926,2.85680442948,0.370349796849
10.495880417,2.89299929885,0.370340705788
10.5891039033,2.92919320541,0.370329226628
10.6823278356,2.96538592558,0.370315359367
10.7755522978,3.00157723578,0.370299104005
10.8687773738,3.03776691241,0.370280460537
10.9620031477,3.07395473189,0.370259428962
11.0552297034,3.11014047064,0.370236009276
11.1484571248,3.14632390508,0.370210201474
11.241685496,3.1825048116,0.370182005555
11.3349149009,3.21868296664,0.370151421512
11.4281454234,3.2548581466,0.370118449341
11.5213771476,3.29103012791,0.370083089037
11.6146101573,3.32719868696,0.370045340596
11.7078445366,3.36336360019,0.37000520401
11.8010803695,3.39952464399,0.369962679274
11.8943177398,3.43568159479,0.369917766382
11.9875567315,3.47183422901,0.369870465327
12.0807974287,3.50798232305,0.369820776102
12.1740399153,3.54412565333,0.3697686987
12.2672842752,3.58026399627,0.369714233113
12.3605305924,3.61639712828,0.369657379333
12.4537789509,3.65252482577,0.369598137353
12.5470294346,3.68864686516,0.369536507163
12.6402821276,3.72476302286,0.369472488755
12.7335371137,3.76087307529,0.369406082121
12.8267944769,3.79697679886,0.369337287251
12.9200543013,3.83307396999,0.369266104136
13.0133166707,3.86916436509,0.369192532767
13.1065816691,3.90524776058,0.369116573133
13.1998493805,3.94132393286,0.369038225225
13.2931198889,3.97739265837,0.368957489033
13.3863932782,4.0134537135,0.368874364547
13.4796696324,4.04950687467,0.368788851756
13.5729490355,4.0855519183,0.368700950649
13.6662315713,4.12158862081,0.368610661217
13.759517324,4.1576167586,0.368517983448
13.8528063774,4.19363610809,0.368422917333
13.9460988155,4.2296464457,0.368325462859
14.0393947223,4.26564754785,0.368225620016
14.1326941818,4.30163919093,0.368123388793
14.2259972778,4.33762115138,0.36801876918
14.3193040944,4.3735932056,0.367911761165
14.4126147156,4.40955513001,0.367802364737
14.5059292253,4.44550670102,0.367690579886
14.5992477074,4.48144769505,0.3675764066
14.692570246,4.51737788851,0.36745984487
14.7858969249,4.55329705782,0.367340894684
14.8792278283,4.58920497939,0.367219556033
14.9725630399,4.62510142964,0.367095828904
15.0659026439,4.66098618498,0.366969713289
15.1592467241,4.69685902182,0.366841209177
15.2525953645,4.73271971658,0.366710316559
15.3459486491,4.76856804568,0.366577035425
15.4393066619,4.80440378552,0.366441365765
15.5326694868,4.84022671253,0.36630330757
15.6260372077,4.87603660311,0.366162860832
15.7194099088,4.91183323369,0.366020025542
15.8127876738,4.94761638067,0.365874801692
15.9061705868,4.98338582047,0.365727189274
15.9995587317,5.01914132951,0.365577188281
16.0929521926,5.0548826842,0.365424798705
16.1863510533,5.09060966095,0.36527002054
16.2797553979,5.12632203618,0.365112853781
16.3731653103,5.1620195863,0.364953298421
16.4665808744,5.19770208774,0.364791354455
16.5600021743,5.23336931689,0.364627021879
16.6534292938,5.26902105018,0.364460300689
16.746862317,5.30465706403,0.364291190881
16.8403013279,5.34027713483,0.364119692453
16.9337464103,5.37588103902,0.363945805403
17.0271976483,5.41146855301,0.363769529729
17.1206551258,5.4470394532,0.36359086543
17.2141189268,5.48259351602,0.363409812507
17.3075891353,5.51813051788,0.363226370961
17.4010658352,5.55365023519,0.363040540793
17.4945491104,5.58915244436,0.362852322005
17.588039045,5.62463692182,0.362661714602
17.6815357229,5.66010344398,0.362468718586
17.7750392281,5.69555178724,0.362273333965
17.8685496445,5.73098172803,0.362075560743
17.9620670561,5.76639304277,0.361875398928
18.0555915469,5.80178550785,0.361672848528
18.1491232009,5.83715889971,0.361467909553
18.2426621019,5.87251299474,0.361260582012
18.336208334,5.90784756938,0.361050865918
18.4297619811,5.94316240003,0.360838761283
18.5233231273,5.97845726311,0.360624268121
18.6168918563,6.01373193502,0.360407386447
18.7104682523,6.0489861922,0.360188116279
18.8040523992,6.08421981104,0.359966457632
18.897644381,6.11943256797,0.359742410528
18.9912442816,6.1546242394,0.359515974985
19.0848521849,6.18979460174,0.359287151027
19.178468175,6.22494343141,0.359055938677
19.2720923359,6.26007050482,0.358822337959
19.3657247514,6.2951755984,0.358586348901
19.4593655055,6.33025848854,0.35834797153
19.5530146822,6.36531895167,0.358107205876
19.6466723617,6.40035677446,0.357864715864
19.7403385334,6.43537198494,0.357624562382
19.8340130949,6.47036485554,0.357387435347
19.92769594,6.50533566956,0.357153334779
20.0213869621,6.5402847103,0.356922260693
20.1150860549,6.57521226105,0.356694213106
20.208793112,6.61011860512,0.356469192031
20.3025080271,6.6450040258,0.35624719748
20.3962306936,6.67986880638,0.356028229462
20.4899610053,6.71471323018,0.355812287988
20.5836988556,6.74953758047,0.355599373063
20.6774441384,6.78434214057,0.355389484694
20.771196747,6.81912719378,0.355182622884
20.8649565752,6.85389302338,0.354978787637
20.9587235165,6.88863991267,0.354777978953
21.0524974646,6.92336814497,0.354580196833
21.1462783131,6.95807800355,0.354385441277
21.2400659555,6.99276977173,0.354193712281
21.3338602855,7.02744373279,0.354005009843
21.4276611967,7.06210017004,0.353819333958
21.5214685826,7.09673936678,0.353636684622
21.6152823369,7.13136160629,0.353457061828
21.7091023533,7.16596717189,0.353280465569
21.8029285252,7.20055634687,0.353106895837
21.8967607463,7.23512941452,0.352936352624
21.9905989103,7.26968665815,0.35276883592
22.0844429106,7.30422836105,0.352604345715
22.178292641,7.33875480652,0.352442881998
22.272147995,7.37326627786,0.352284444759
22.3660088662,7.40776305836,0.352129033984
22.4598751483,7.44224543133,0.351976649663
22.5537467348,7.47671368007,0.351827291781
22.6476235194,7.51116808786,0.351680960326
22.7415053956,7.54560893801,0.351537655284
22.8353922571,7.58003651381,0.351397376641
22.9292839975,7.61445109857,0.351260124383
23.0231805103,7.64885297559,0.351125898495
23.1170816892,7.68324242815,0.350994698962
23.2109874278,7.71761973956,0.350866525769
23.3048976197,7.75198519311,0.350741378902
23.3988121585,7.78633907211,0.350619258344
23.4927309378,7.82068165986,0.35050016408
23.5866538512,7.85501323964,0.350384096096
23.6805807923,7.88933409476,0.350271054375
23.7745116547,7.92364450851,0.350161038902
23.868446332,7.9579447642,0.350054049662
23.9623847179,7.99223514513,0.34995008664
24.0563267059,8.02651593458,0.349849149819
24.1502721897,8.06078741585,0.349751239186
24.2442210628,8.09504987226,0.349656354725
24.3381732188,8.12930358709,0.349564496421
24.4321285514,8.16354884364,0.34947566426
24.5260869542,8.19778592521,0.349389858227
24.6200483207,8.23201511509,0.349307078309
24.7140125447,8.26623669659,0.349227324492
24.8079795196,8.30045095301,0.349150596762
24.9019491391,8.33465816764,0.349076895106
24.9959212967,8.36885862377,0.349006219512
25.0898958862,8.40305260472,0.348938569967
25.1838728011,8.43724039377,0.348873946458
25.277851935,8.47142227422,0.348812348975
25.3718331815,8.50559852937,0.348753777506
25.4658164342,8.53976944252,0.348698232041
25.5598015868,8.57393529697,0.348645712569
25.6537885328,8.60809637602,0.34859621908
25.7477771658,8.64225296296,0.348549751566
25.8417673795,8.67640534109,0.348506310016
25.9357590674,8.71055379371,0.348465894424
26.0297521232,8.74469860411,0.34842850478
26.1237464404,8.7788400556,0.348394141079
26.2177419127,8.81297843148,0.348362803313
26.3117384337,8.84711401503,0.348334491476
26.405735897,8.88124708956,0.348309205563
26.4997341961,8.91537793837,0.348286945568
26.5937332248,8.94950684476,0.348267711487
26.6877328765,8.98363409202,0.348251503317
26.7817330449,9.01775996344,0.348238321054
26.8757336237,9.05188474234,0.348228164696
26.9697345063,9.08600871201,0.34822103424
27.0637355865,9.12013215573,0.348216929685
