cx,cy,cyaw
59.9381709694429,-47.3182679265998,-2.76099748184283
59.8452947523651,-47.3554395390813,-2.76067565006897
59.7524446051504,-47.3926700743041,-2.75971011070416
59.6596465976618,-47.4300184550094,-2.75810073560505
59.5669267997625,-47.4675436039385,-2.75584732449443
59.4743112813155,-47.5053044438326,-2.75294962492838
59.3818261121839,-47.543359897433,-2.74940736029479
59.2894973622307,-47.5817688874809,-2.74522026587725
59.1973511013191,-47.6205903367176,-2.74038813301336
59.1054133993121,-47.6598831678844,-2.73491086135926
59.0137103260728,-47.6997063037224,-2.72878851924225
58.9222679514643,-47.740118666973,-2.72202141203575
58.8311041429481,-47.7811607352101,-2.71530596270949
58.7401882011297,-47.8227637711879,-2.70976783344051
58.6494716176756,-47.8648189897735,-2.70542232956528
58.5589058572561,-47.9072175451245,-2.7022691071221
58.4684423845408,-47.9498505913987,-2.70030775527324
58.3780326641999,-47.9926092827536,-2.69953793067993
58.2876281609033,-48.035384773347,-2.69995944097416
58.1971803393208,-48.0780682173364,-2.70157227747177
58.1066406641225,-48.1205507688796,-2.70437659721066
58.0159605999782,-48.1627235821343,-2.7083726543015
57.9250956039425,-48.2044866949721,-2.71315045335979
57.8340406327473,-48.2458280385633,-2.71756978932253
57.7428131876373,-48.2867857093377,-2.72156353193255
57.6514310331707,-48.3273983896414,-2.72513159496118
57.559911933906,-48.3677047618207,-2.728273954187
57.4682736544014,-48.4077435082216,-2.73099062800097
57.3765339592153,-48.4475533111903,-2.73328166032173
57.2847106129059,-48.487172853073,-2.73514710582797
57.1928213800316,-48.5266408162156,-2.7365870175095
57.1008840251506,-48.5659958829645,-2.7376014365352
57.008916314214,-48.6052767395756,-2.73818921922966
56.9169375632468,-48.6445264241118,-2.73822841253489
56.8249716053441,-48.6838006562347,-2.73763723742224
56.7330430919201,-48.7231574530222,-2.73641565807538
56.6411766743887,-48.7626548315521,-2.73456365131707
56.5493970041638,-48.8023508089023,-2.73208122117558
56.4577287326596,-48.8423034021506,-2.72896842096635
56.3661965112899,-48.8825706283748,-2.72522538287906
56.2748249914688,-48.9232105046528,-2.72085235504572
56.1836388246103,-48.9642810480624,-2.71584974604154
56.0926626621284,-49.0058402756815,-2.7102181767361
56.001921155437,-49.0479462045878,-2.70395853936423
55.9114272905726,-49.0906290389264,-2.69810538945403
55.8211257383648,-49.133756103739,-2.69430817348038
55.730936376481,-49.1771356114877,-2.69258654212238
55.6407790477119,-49.2205756914813,-2.69293978988045
55.5505735948484,-49.2638844730283,-2.6953685326693
55.4602398606811,-49.3068700854374,-2.69987466328528
55.3696976880008,-49.3493406580171,-2.70646103988035
55.2788669195984,-49.3911043200762,-2.71513090469833
55.1876673982645,-49.4319692009232,-2.72588702932254
55.0960189667899,-49.4717434298666,-2.73873058357894
55.0038421708329,-49.510236826678,-2.75347968065282
54.9111096469239,-49.5473844945874,-2.7673791993977
54.8178810599945,-49.5833308483365,-2.77949368828842
54.7242243476664,-49.6182401992659,-2.789822541551
54.6302074475611,-49.6522768587162,-2.79836730446619
54.5358982973,-49.6856051380278,-2.80513068486916
54.4413648345046,-49.7183893485414,-2.81011573828711
54.3466749967966,-49.7507938015975,-2.8133252268319
54.2518967217974,-49.7829828085367,-2.81476114974008
54.1570979471286,-49.8151206806996,-2.81442444278117
54.0623466104116,-49.8473717294266,-2.8123148442064
53.9677082675203,-49.8798945688631,-2.80875597157866
53.873207972756,-49.9127509324581,-2.80524615675636
53.7788369110553,-49.9459215373602,-2.80197308725409
53.6845852253611,-49.9793846082436,-2.7989371563814
53.590443058616,-50.0131183697829,-2.79613870023289
53.4964005537627,-50.0471010466525,-2.79357800268224
53.4024478537439,-50.0813108635269,-2.79125530001806
53.3085751015024,-50.1157260450804,-2.78917078521156
53.2147724399808,-50.1503248159875,-2.78732461180804
53.1210300121219,-50.1850854009227,-2.7857168974353
53.0273379608683,-50.2199860245603,-2.7843477269235
52.9336866662034,-50.2550053920783,-2.78318741261798
52.8400711017101,-50.2901315203035,-2.78208201745261
52.7464904029643,-50.3253608628069,-2.78100955948851
52.6529438559983,-50.3606901781479,-2.77997002249503
52.5594307468441,-50.3961162248855,-2.7789633907427
52.4659503615339,-50.431635761579,-2.77798964903641
52.3725019860997,-50.4672455467876,-2.7770487827474
52.2790849065736,-50.5029423390706,-2.77614077784426
52.1856984089879,-50.5387228969871,-2.77526562092282
52.0923417793745,-50.5745839790963,-2.77442329923499
51.9990143037657,-50.6105223439575,-2.77361380071652
51.9057152660646,-50.6465347446671,-2.77283891550428
51.8124409331891,-50.6826101923776,-2.77232095188564
51.7191785449819,-50.7187145336943,-2.77221382014571
51.6259136601912,-50.7548093013335,-2.77251753031425
51.5326318375652,-50.7908560280115,-2.77323210240132
51.4393186358523,-50.8268162464449,-2.77435756486067
51.3459596138004,-50.8626514893501,-2.77589395097214
51.252540330158,-50.8983232894434,-2.77784129314184
51.1590463436732,-50.9337931794413,-2.78019961511874
51.0654632130942,-50.9690226920602,-2.78296892212706
50.9717764971692,-51.0039733600165,-2.78614918891553
50.877974511551,-51.0386141363801,-2.78943060192742
50.784068273468,-51.0729750767051,-2.79209773289112
50.6900799624583,-51.107116280488,-2.79412191492351
50.5960318356985,-51.1410980561945,-2.79550318618013
50.5019461503655,-51.1749807122901,-2.79624159343653
50.407845163636,-51.2088245572404,-2.79633717496269
50.3137511326868,-51.2426898995109,-2.79578995137093
50.2196863146946,-51.2766370475673,-2.79459992443272
50.1256729668362,-51.3107263098751,-2.79276708386272
50.0317333462884,-51.3450179948999,-2.79029142207048
49.9378896233037,-51.3795721732874,-2.78720787477215
49.8441490755376,-51.4144081703361,-2.78450555530999
49.7504873413988,-51.4494587480637,-2.78263620154642
49.6568760140834,-51.4846456010023,-2.78159975964842
49.5632866867875,-51.5198904236842,-2.78139619738286
49.4696909527069,-51.5551149106414,-2.78202552568473
49.3760604050378,-51.5902407564063,-2.78348780289619
49.282366636976,-51.6251896555108,-2.78578312167577
49.1885812417177,-51.6598833024872,-2.78891157856627
49.0946758124588,-51.6942433918677,-2.79287322620446
49.0006219423952,-51.7281916181844,-2.79766800816775
48.9063954465536,-51.7616613327317,-2.80279040312906
48.8120106404078,-51.7946921891677,-2.806945405478
48.7175024323683,-51.8273806996539,-2.81006816565886
48.6229059253833,-51.859823913484,-2.81215887066461
48.5282562224009,-51.8921188799516,-2.81321769782582
48.4335884263694,-51.9243626483503,-2.81324474803845
48.3389376402371,-51.9566522679739,-2.81224001196389
48.2443389669521,-51.9890847881159,-2.81020336916147
48.1498275094627,-52.0217572580701,-2.80713462015508
48.055438370717,-52.0547667271301,-2.80303355147729
47.9612066536633,-52.0882102445896,-2.79790003375082
47.867160306623,-52.1221651663734,-2.79244228765929
47.7732871042346,-52.1565982688915,-2.78773816990166
47.6795608090759,-52.1914377598511,-2.78379915667466
47.5859551692669,-52.2266118071628,-2.78062524398458
47.4924439329271,-52.2620485787367,-2.77821633551533
47.3990008481763,-52.2976762424833,-2.77657229836611
47.3055996631342,-52.3334229663128,-2.77569300533337
47.2122141259205,-52.3692169181355,-2.77557836374758
47.118817984655,-52.4049862658617,-2.77622833088451
47.0253849874574,-52.4406591774019,-2.77764291596744
46.9318891714126,-52.4761645920193,-2.77976277647391
46.8383148125439,-52.5114587804085,-2.7820780640137
46.7446589392358,-52.5465320539329,-2.78447177546328
46.6509193791292,-52.5813768574589,-2.7869439309213
46.5570939598646,-52.6159856358532,-2.78949454776598
46.4631805090827,-52.6503508339823,-2.79212364019806
46.3691768544242,-52.6844648967128,-2.79483121876906
46.2750808235298,-52.7183202689112,-2.79761728989479
46.1808902440401,-52.751909395444,-2.80048185535424
46.0866029435958,-52.7852247211779,-2.80342491177418
45.9922167498375,-52.8182586909793,-2.80644645009933
45.8977296649922,-52.8510042577891,-2.80950132388013
